,close,rsi (14),macd,macd signal,bol_upper (20),bol_lower (20),sma50,sma100,sma200,Y
Tue Feb  6 18:31:00 2018,9.899e-05,57.56567073579405,1.413765179305058e-07,1.572417665187274e-07,9.889800000000022e-05,9.889800000000022e-05,9.85819999999999e-05,9.843940000000016e-05,9.853820000000024e-05,0
Tue Feb  6 18:32:00 2018,9.887e-05,52.05474028950804,1.2300795949059566e-07,1.5039500511310104e-07,9.892100000000021e-05,9.892100000000021e-05,9.85939999999999e-05,9.844710000000016e-05,9.853870000000024e-05,1
Tue Feb  6 18:33:00 2018,9.897e-05,55.84802091778502,1.1519204664462714e-07,1.4335441341940626e-07,9.89485000000002e-05,9.89485000000002e-05,9.860659999999992e-05,9.845580000000016e-05,9.853955000000024e-05,0
Tue Feb  6 18:34:00 2018,9.886e-05,51.06230332287155,9.898080955283593e-08,1.3447969264609219e-07,9.897100000000019e-05,9.897100000000019e-05,9.861799999999992e-05,9.846280000000014e-05,9.853910000000022e-05,1
Tue Feb  6 18:35:00 2018,9.901e-05,56.53232389010502,9.711752340338549e-08,1.2700725879755085e-07,9.898750000000018e-05,9.898750000000018e-05,9.863239999999992e-05,9.847190000000014e-05,9.853865000000022e-05,0
Tue Feb  6 18:37:00 2018,9.888e-05,50.90725066500483,7.92444826249242e-08,1.1187878520037615e-07,9.899500000000019e-05,9.899500000000019e-05,9.865459999999991e-05,9.848810000000015e-05,9.853410000000021e-05,1
Tue Feb  6 18:38:00 2018,9.899e-05,55.0510897476194,7.699909318854218e-08,1.0490284679800935e-07,9.89925000000002e-05,9.89925000000002e-05,9.866839999999992e-05,9.849700000000015e-05,9.85320500000002e-05,0
Tue Feb  6 18:39:00 2018,9.892e-05,52.04072641207264,6.87783568131524e-08,9.767794880103795e-08,9.89860000000002e-05,9.89860000000002e-05,9.86807999999999e-05,9.850540000000016e-05,9.85296000000002e-05,1
Tue Feb  6 18:40:00 2018,9.895e-05,53.22134236883832,6.394697239581941e-08,9.093175351999424e-08,9.897900000000019e-05,9.897900000000019e-05,9.869199999999991e-05,9.851410000000016e-05,9.85280000000002e-05,0
Tue Feb  6 18:42:00 2018,9.892e-05,51.81253706346058,5.15940700561451e-08,7.776913909323637e-08,9.896850000000019e-05,9.896850000000019e-05,9.87113999999999e-05,9.852430000000016e-05,9.852475000000021e-05,1
Tue Feb  6 18:43:00 2018,9.894e-05,52.75529674935212,4.770995502056193e-08,7.175730227870148e-08,9.896750000000019e-05,9.896750000000019e-05,9.87201999999999e-05,9.852760000000016e-05,9.85224500000002e-05,0
Tue Feb  6 18:44:00 2018,9.89e-05,50.62214305561292,4.0932258567943024e-08,6.559229353654979e-08,9.896150000000019e-05,9.896150000000019e-05,9.872559999999991e-05,9.853040000000016e-05,9.85210000000002e-05,1
Tue Feb  6 18:45:00 2018,9.91e-05,59.4507735159024,5.111004899888843e-08,6.269584462901752e-08,9.896600000000018e-05,9.896600000000018e-05,9.87365999999999e-05,9.853390000000016e-05,9.85205000000002e-05,0
Tue Feb  6 18:47:00 2018,9.885e-05,47.492326160275326,3.752404517186716e-08,5.5714060421388156e-08,9.895650000000019e-05,9.895650000000019e-05,9.875859999999991e-05,9.853910000000016e-05,9.85164000000002e-05,1
Tue Feb  6 18:48:00 2018,9.899e-05,53.321368850018345,3.8079015291721014e-08,5.2187051395454724e-08,9.89560000000002e-05,9.89560000000002e-05,9.877119999999993e-05,9.854180000000017e-05,9.85143500000002e-05,0
Tue Feb  6 18:49:00 2018,9.886e-05,47.99346296513194,2.7709501678591358e-08,4.729154145208205e-08,9.893950000000018e-05,9.893950000000018e-05,9.878119999999993e-05,9.854340000000016e-05,9.85121000000002e-05,1
Tue Feb  6 18:51:00 2018,9.915e-05,58.4448740851792,4.234614680274657e-08,4.322291826657105e-08,9.895200000000017e-05,9.895200000000017e-05,9.881279999999996e-05,9.855140000000014e-05,9.85081500000002e-05,0
Tue Feb  6 18:53:00 2018,9.911e-05,56.60779360063242,5.7057913125063524e-08,4.743759896581798e-08,9.897250000000018e-05,9.897250000000018e-05,9.884539999999995e-05,9.856190000000012e-05,9.85061000000002e-05,1
Tue Feb  6 18:54:00 2018,9.919e-05,59.40602335586797,6.653993296653715e-08,5.1258065765961815e-08,9.898900000000017e-05,9.898900000000017e-05,9.886079999999995e-05,9.856980000000013e-05,9.85057000000002e-05,0
Tue Feb  6 18:55:00 2018,9.918e-05,58.89476195705393,7.24128552586831e-08,5.5489023664506074e-08,9.899750000000017e-05,9.899750000000017e-05,9.887539999999995e-05,9.857820000000014e-05,9.85047500000002e-05,1
Tue Feb  6 18:56:00 2018,9.92e-05,59.642841505324306,7.77843715244977e-08,5.99480932365044e-08,9.900850000000017e-05,9.900850000000017e-05,9.889519999999995e-05,9.858680000000013e-05,9.85044500000002e-05,0
Tue Feb  6 19:00:00 2018,9.893e-05,46.35551394609447,3.414918280247067e-08,5.425666412486461e-08,9.902150000000017e-05,9.902150000000017e-05,9.894479999999995e-05,9.861500000000014e-05,9.849450000000022e-05,1
Tue Feb  6 19:01:00 2018,9.907e-05,53.084254285586916,3.4095237009772856e-08,5.0224378701846254e-08,9.902850000000017e-05,9.902850000000017e-05,9.895779999999994e-05,9.862390000000014e-05,9.849205000000023e-05,0
Tue Feb  6 19:03:00 2018,9.847e-05,32.803411767146955,-1.9231327630798555e-08,3.279019708206425e-08,9.900900000000016e-05,9.900900000000016e-05,9.897059999999994e-05,9.863530000000015e-05,9.848530000000021e-05,1
Tue Feb  6 19:04:00 2018,9.879e-05,44.97846043949928,-3.055267613165098e-08,2.01216224393212e-08,9.900350000000016e-05,9.900350000000016e-05,9.897819999999993e-05,9.864150000000014e-05,9.848270000000024e-05,0
Tue Feb  6 19:05:00 2018,9.861e-05,40.53002248354269,-5.3433474231953486e-08,5.410603105066262e-09,9.897900000000015e-05,9.897900000000015e-05,9.897679999999992e-05,9.864590000000015e-05,9.847920000000023e-05,1
Tue Feb  6 19:06:00 2018,9.879e-05,46.254427200137435,-5.639212260989592e-08,-6.949942037926177e-09,9.896850000000015e-05,9.896850000000015e-05,9.897659999999992e-05,9.865210000000015e-05,9.847450000000024e-05,0
Tue Feb  6 19:09:00 2018,9.862e-05,41.84924784375858,-8.186150535844023e-08,-3.97128491050488e-08,9.893450000000013e-05,9.893450000000013e-05,9.895699999999994e-05,9.866730000000017e-05,9.846410000000026e-05,1
Tue Feb  6 19:10:00 2018,9.865e-05,42.96280508938723,-8.66996497040837e-08,-4.911020922485578e-08,9.891850000000012e-05,9.891850000000012e-05,9.894819999999993e-05,9.867210000000016e-05,9.846165000000025e-05,0
Tue Feb  6 19:13:00 2018,9.822e-05,32.307774172768575,-1.387346018093998e-07,-8.193774599312847e-08,9.881300000000014e-05,9.881300000000014e-05,9.891359999999993e-05,9.868020000000017e-05,9.845340000000026e-05,1
Tue Feb  6 19:16:00 2018,9.83e-05,35.75844672121053,-1.7327886697202186e-07,-1.2338635372266077e-07,9.867750000000013e-05,9.867750000000013e-05,9.886939999999994e-05,9.868440000000017e-05,9.844980000000022e-05,0
Tue Feb  6 19:18:00 2018,9.818e-05,32.59266575869147,-1.8707837670736292e-07,-1.4488357159962568e-07,9.859500000000012e-05,9.859500000000012e-05,9.883839999999992e-05,9.868570000000015e-05,9.845110000000022e-05,1
Tue Feb  6 19:29:00 2018,9.838e-05,42.532057321501235,-8.675621989568934e-08,-1.147082672737091e-07,9.836700000000011e-05,9.836700000000011e-05,9.870939999999993e-05,9.869510000000017e-05,9.845145000000016e-05,1
Tue Feb  6 19:30:00 2018,9.839e-05,43.37621096975031,-8.006926053532161e-08,-1.077804659260316e-07,9.835400000000011e-05,9.835400000000011e-05,9.869819999999993e-05,9.869510000000017e-05,9.845165000000016e-05,0
Tue Feb  6 19:31:00 2018,9.837e-05,42.045956379254626,-7.551316120129161e-08,-1.013270049810836e-07,9.834100000000012e-05,9.834100000000012e-05,9.868699999999994e-05,9.869440000000018e-05,9.845160000000017e-05,1
Tue Feb  6 19:35:00 2018,9.839e-05,43.98493173458748,-5.3217608318863966e-08,-7.655133410931413e-08,9.835900000000009e-05,9.835900000000009e-05,9.864139999999997e-05,9.868900000000019e-05,9.845270000000017e-05,1
Tue Feb  6 19:36:00 2018,9.873e-05,67.1434701091682,-2.2123309378164558e-08,-6.566572916308421e-08,9.83805000000001e-05,9.83805000000001e-05,9.863599999999997e-05,9.86905000000002e-05,9.845540000000017e-05,0
Tue Feb  6 19:37:00 2018,9.867e-05,62.25223810631631,-2.2958864545022818e-09,-5.2991760621367824e-08,9.840050000000011e-05,9.840050000000011e-05,9.863239999999997e-05,9.86955000000002e-05,9.845780000000016e-05,1
Tue Feb  6 19:44:00 2018,9.825e-05,38.386377902342836,-8.20609781581954e-09,1.2712895221748639e-08,9.84945000000001e-05,9.84945000000001e-05,9.856819999999994e-05,9.871450000000022e-05,9.847150000000016e-05,1
Tue Feb  6 19:49:00 2018,9.812e-05,34.398314500811196,-7.988306740173794e-08,-3.343564561593018e-08,9.845550000000014e-05,9.845550000000014e-05,9.848259999999994e-05,9.870790000000023e-05,9.847245000000016e-05,1
Tue Feb  6 19:50:00 2018,9.813e-05,35.061122688951144,-9.086785066509144e-08,-4.492208662576243e-08,9.844250000000012e-05,9.844250000000012e-05,9.846659999999995e-05,9.870570000000022e-05,9.847310000000013e-05,0
Tue Feb  6 19:52:00 2018,9.808e-05,33.173091939148755,-1.0846875895648936e-07,-6.644933889136788e-08,9.841400000000015e-05,9.841400000000015e-05,9.842899999999996e-05,9.869930000000024e-05,9.847275000000014e-05,1
Tue Feb  6 19:54:00 2018,9.811e-05,35.54111790099254,-1.1312775234799725e-07,-8.311241990983157e-08,9.838450000000014e-05,9.838450000000014e-05,9.840799999999998e-05,9.869310000000024e-05,9.847460000000012e-05,0
Tue Feb  6 19:56:00 2018,9.8e-05,30.795213880504097,-1.2201731197422475e-07,-9.61107059020651e-08,9.833200000000013e-05,9.833200000000013e-05,9.838139999999999e-05,9.867900000000023e-05,9.847530000000011e-05,1
Tue Feb  6 19:57:00 2018,9.822e-05,46.571506041503746,-1.080102711417452e-07,-9.849061895000111e-08,9.830950000000013e-05,9.830950000000013e-05,9.837179999999999e-05,9.867210000000022e-05,9.84767000000001e-05,0
Tue Feb  6 20:01:00 2018,9.8e-05,37.72466347987265,-1.1768105406489526e-07,-1.09445070784454e-07,9.81495000000001e-05,9.81495000000001e-05,9.83194e-05,9.862950000000019e-05,9.848085000000009e-05,0
Tue Feb  6 20:04:00 2018,9.777e-05,28.939308405757792,-1.3393214491695237e-07,-1.1761871669810238e-07,9.80810000000001e-05,9.80810000000001e-05,9.82936e-05,9.859620000000018e-05,9.848155000000013e-05,1
Tue Feb  6 20:05:00 2018,9.785e-05,34.83567983348239,-1.360325144772489e-07,-1.2130147625393168e-07,9.80585000000001e-05,9.80585000000001e-05,9.8285e-05,9.858460000000018e-05,9.848145000000013e-05,0
Tue Feb  6 20:08:00 2018,9.773e-05,30.317139500379408,-1.4569441393982212e-07,-1.311802752003024e-07,9.798900000000011e-05,9.798900000000011e-05,9.825720000000002e-05,9.85478000000002e-05,9.847750000000014e-05,1
Tue Feb  6 20:09:00 2018,9.785e-05,39.17860773003661,-1.3888094717428982e-07,-1.327204095950999e-07,9.79755000000001e-05,9.79755000000001e-05,9.824880000000001e-05,9.853440000000019e-05,9.847715000000013e-05,0
Tue Feb  6 20:11:00 2018,9.773e-05,34.169152719908105,-1.352224692670594e-07,-1.3322680285875647e-07,9.79420000000001e-05,9.79420000000001e-05,9.822580000000003e-05,9.851140000000018e-05,9.847540000000012e-05,1
Tue Feb  6 20:12:00 2018,9.784e-05,41.586424692983776,-1.26837557936721e-07,-1.3194895387434936e-07,9.793000000000011e-05,9.793000000000011e-05,9.821540000000004e-05,9.85011000000002e-05,9.847410000000011e-05,0
Tue Feb  6 20:13:00 2018,9.776e-05,38.2141642359381,-1.2520450708889232e-07,-1.3060006451725797e-07,9.79130000000001e-05,9.79130000000001e-05,9.820280000000002e-05,9.84890000000002e-05,9.847240000000011e-05,1
Tue Feb  6 20:14:00 2018,9.781e-05,41.41190744514638,-1.1850961531820788e-07,-1.2818197467744794e-07,9.78980000000001e-05,9.78980000000001e-05,9.819100000000002e-05,9.847850000000021e-05,9.847065000000011e-05,0
Tue Feb  6 20:18:00 2018,9.79e-05,49.32188890771793,-1.007724393195953e-07,-1.1823144025718708e-07,9.783600000000013e-05,9.783600000000013e-05,9.814060000000001e-05,9.843040000000018e-05,9.84637000000001e-05,0
Tue Feb  6 20:19:00 2018,9.778e-05,43.912675581121654,-9.52834076588233e-08,-1.1364183373751432e-07,9.782550000000012e-05,9.782550000000012e-05,9.81286e-05,9.841900000000018e-05,9.84622000000001e-05,1
Tue Feb  6 20:20:00 2018,9.788e-05,48.93833251598115,-8.191982550114136e-08,-1.0729743209023973e-07,9.782000000000012e-05,9.782000000000012e-05,9.811839999999999e-05,9.840830000000018e-05,9.84612000000001e-05,0
Tue Feb  6 20:21:00 2018,9.781e-05,45.841820992931204,-7.610026881918475e-08,-1.0105799943602874e-07,9.78105000000001e-05,9.78105000000001e-05,9.810719999999999e-05,9.839710000000017e-05,9.84586000000001e-05,1
Tue Feb  6 20:22:00 2018,9.788e-05,49.29678639317548,-6.50895019735614e-08,-9.386429994353528e-08,9.78075000000001e-05,9.78075000000001e-05,9.809699999999998e-05,9.838670000000016e-05,9.845550000000011e-05,0
Tue Feb  6 20:23:00 2018,9.781e-05,46.12775425294273,-6.130511767030416e-08,-8.735246348888906e-08,9.780100000000009e-05,9.780100000000009e-05,9.808519999999998e-05,9.837540000000016e-05,9.845150000000011e-05,1
Tue Feb  6 20:24:00 2018,9.788e-05,49.615836905630836,-5.2057464809690404e-08,-8.029346375304932e-08,9.780650000000008e-05,9.780650000000008e-05,9.807479999999997e-05,9.836520000000015e-05,9.844780000000011e-05,0
Tue Feb  6 20:25:00 2018,9.781e-05,46.38173736345366,-4.980295086123583e-08,-7.419536117468662e-08,9.780450000000008e-05,9.780450000000008e-05,9.806319999999997e-05,9.835230000000017e-05,9.844310000000011e-05,1
Tue Feb  6 20:28:00 2018,9.804e-05,57.2633246196979,-1.557333134957837e-08,-5.1841362586760796e-08,9.782750000000007e-05,9.782750000000007e-05,9.801299999999996e-05,9.832210000000017e-05,9.843195000000011e-05,0
Tue Feb  6 20:29:00 2018,9.802e-05,56.1423840243661,-2.8610231979348368e-09,-4.2045294708995606e-08,9.783600000000006e-05,9.783600000000006e-05,9.799479999999996e-05,9.831370000000018e-05,9.842855000000012e-05,1
Tue Feb  6 20:31:00 2018,9.826e-05,65.1325001541176,4.511046576421171e-08,-1.4448440900450783e-08,9.788050000000005e-05,9.788050000000005e-05,9.797759999999996e-05,9.829710000000018e-05,9.84242500000001e-05,0
Tue Feb  6 20:32:00 2018,9.822e-05,62.69524781956402,5.99112989445571e-08,4.2350706855079435e-10,9.789950000000005e-05,9.789950000000005e-05,9.797299999999996e-05,9.828790000000017e-05,9.842210000000012e-05,1
Tue Feb  6 20:33:00 2018,9.835e-05,67.01525018482306,8.119501384147533e-08,1.6577808423135702e-08,9.792900000000004e-05,9.792900000000004e-05,9.797359999999997e-05,9.828030000000018e-05,9.842110000000011e-05,0
Tue Feb  6 20:35:00 2018,9.822e-05,59.157469588800524,9.657774968977167e-08,4.5181275032302387e-08,9.797650000000005e-05,9.797650000000005e-05,9.797359999999997e-05,9.826210000000017e-05,9.842015000000013e-05,1
Tue Feb  6 20:38:00 2018,9.821e-05,55.428507798831546,1.0972049369582793e-07,7.791088982263706e-08,9.806200000000007e-05,9.806200000000007e-05,9.797799999999998e-05,9.823880000000017e-05,9.842015000000013e-05,1
Tue Feb  6 20:39:00 2018,9.826e-05,57.364394133103694,1.0608944552364876e-07,8.35466009628394e-08,9.808600000000008e-05,9.808600000000008e-05,9.798079999999997e-05,9.823170000000016e-05,9.841995000000013e-05,0
Tue Feb  6 20:40:00 2018,9.822e-05,55.295275569058845,9.884472749105205e-08,8.660622626848193e-08,9.810300000000007e-05,9.810300000000007e-05,9.798259999999997e-05,9.822460000000015e-05,9.841980000000012e-05,1
Tue Feb  6 20:42:00 2018,9.83e-05,58.63265588692836,9.450910765944798e-08,8.956710456841425e-08,9.814650000000008e-05,9.814650000000008e-05,9.798999999999997e-05,9.820950000000015e-05,9.842080000000012e-05,0
Tue Feb  6 20:43:00 2018,9.821e-05,53.6047512041491,8.56853522520788e-08,8.879075410514716e-08,9.816650000000007e-05,9.816650000000007e-05,9.799219999999995e-05,9.820690000000016e-05,9.842110000000011e-05,1
Tue Feb  6 20:45:00 2018,9.838e-05,60.70701494956137,8.983214689339011e-08,8.838853912594759e-08,9.821600000000008e-05,9.821600000000008e-05,9.800219999999996e-05,9.819970000000017e-05,9.842280000000008e-05,0
Tue Feb  6 20:46:00 2018,9.83e-05,56.17748819903097,8.623197651063134e-08,8.795722660288434e-08,9.823700000000008e-05,9.823700000000008e-05,9.800819999999996e-05,9.819480000000018e-05,9.842345000000007e-05,1
Tue Feb  6 20:47:00 2018,9.833e-05,57.45932941888816,8.482179200550643e-08,8.733013968340876e-08,9.825850000000008e-05,9.825850000000008e-05,9.801039999999995e-05,9.819110000000018e-05,9.842425000000008e-05,0
Tue Feb  6 20:48:00 2018,9.832e-05,56.862260429896516,8.195259568946481e-08,8.625463088461998e-08,9.827250000000009e-05,9.827250000000009e-05,9.801679999999995e-05,9.818730000000018e-05,9.842500000000006e-05,1
Tue Feb  6 20:49:00 2018,9.834e-05,57.80658931410677,8.036615873884012e-08,8.507693645546401e-08,9.828850000000008e-05,9.828850000000008e-05,9.802379999999994e-05,9.818450000000019e-05,9.842590000000006e-05,0
Tue Feb  6 20:50:00 2018,9.821e-05,50.12550257393706,6.783699977481203e-08,8.162894911933361e-08,9.828900000000007e-05,9.828900000000007e-05,9.802819999999994e-05,9.818010000000018e-05,9.842610000000006e-05,1
Tue Feb  6 20:52:00 2018,9.827e-05,53.28957972174373,5.554867221314408e-08,7.302242493620834e-08,9.829100000000009e-05,9.829100000000009e-05,9.803979999999994e-05,9.817460000000016e-05,9.842710000000006e-05,0
Tue Feb  6 20:53:00 2018,9.821e-05,49.72263292542991,4.629823749860017e-08,6.767758744868671e-08,9.828400000000009e-05,9.828400000000009e-05,9.804519999999992e-05,9.817450000000016e-05,9.842735000000006e-05,1
Tue Feb  6 20:59:00 2018,9.82e-05,47.82383220629555,2.361913503075633e-08,4.16984556595245e-08,9.827100000000012e-05,9.827100000000012e-05,9.809899999999993e-05,9.817390000000014e-05,9.843040000000005e-05,1
Tue Feb  6 21:02:00 2018,9.846e-05,63.90122611247898,4.248242523648832e-08,3.756365633356916e-08,9.828650000000012e-05,9.828650000000012e-05,9.813259999999992e-05,9.817400000000012e-05,9.843220000000005e-05,0
Tue Feb  6 21:05:00 2018,9.82e-05,47.12909080991625,1.578504046859119e-08,3.0258931715507505e-08,9.827300000000013e-05,9.827300000000013e-05,9.81577999999999e-05,9.81683000000001e-05,9.843070000000005e-05,1
Tue Feb  6 21:06:00 2018,9.825e-05,50.24649484001923,1.3523158456159746e-08,2.6911777063637954e-08,9.827050000000012e-05,9.827050000000012e-05,9.81691999999999e-05,9.81669000000001e-05,9.843005000000008e-05,0
Tue Feb  6 21:09:00 2018,9.825e-05,50.587793334214346,4.2268470491698155e-09,1.6388347504701977e-08,9.825450000000011e-05,9.825450000000011e-05,9.81953999999999e-05,9.816200000000008e-05,9.842855000000009e-05,0
Tue Feb  6 21:10:00 2018,9.82e-05,47.21358825108103,1.3189991868091822e-10,1.3137057987497765e-08,9.825400000000012e-05,9.825400000000012e-05,9.82017999999999e-05,9.816010000000007e-05,9.84276000000001e-05,1
Tue Feb  6 21:11:00 2018,9.83e-05,53.8443749197696,4.8993128515592696e-09,1.1489508960310066e-08,9.825650000000012e-05,9.825650000000012e-05,9.821159999999989e-05,9.815940000000008e-05,9.842690000000009e-05,0
Tue Feb  6 21:13:00 2018,9.821e-05,47.95583395371772,-7.431912145427783e-10,7.556146120083666e-09,9.825400000000013e-05,9.825400000000013e-05,9.822639999999988e-05,9.815580000000005e-05,9.842435000000007e-05,1
Tue Feb  6 21:22:00 2018,9.835e-05,54.25900599193524,1.6108153788396218e-08,1.9598450899376393e-08,9.827100000000017e-05,9.827100000000017e-05,9.828119999999988e-05,9.812710000000004e-05,9.842200000000008e-05,0
Tue Feb  6 21:23:00 2018,9.822e-05,46.91001843272662,8.78515812726625e-09,1.7435792344954364e-08,9.827150000000017e-05,9.827150000000017e-05,9.82785999999999e-05,9.812610000000002e-05,9.842115000000008e-05,1
Tue Feb  6 21:24:00 2018,9.842e-05,56.64007797823846,1.8902068556555943e-08,1.772904758727468e-08,9.828200000000017e-05,9.828200000000017e-05,9.828039999999991e-05,9.812780000000003e-05,9.842115000000008e-05,0
Tue Feb  6 21:25:00 2018,9.821e-05,46.91693747491991,9.860877940676637e-09,1.6155413657955074e-08,9.828250000000016e-05,9.828250000000016e-05,9.828019999999989e-05,9.812690000000002e-05,9.841995000000007e-05,1
Tue Feb  6 21:26:00 2018,9.832e-05,51.603503268091565,1.143987813689623e-08,1.5212306553743305e-08,9.828600000000016e-05,9.828600000000016e-05,9.827899999999989e-05,9.812710000000002e-05,9.842050000000007e-05,0
Tue Feb  6 21:27:00 2018,9.82e-05,46.75406567876422,2.9739679984603327e-09,1.2764638842686711e-08,9.828550000000017e-05,9.828550000000017e-05,9.827539999999987e-05,9.812610000000001e-05,9.841970000000007e-05,1
Tue Feb  6 21:28:00 2018,9.83e-05,50.89537811848164,4.284449023914203e-09,1.106860087893221e-08,9.829000000000016e-05,9.829000000000016e-05,9.827719999999987e-05,9.812760000000002e-05,9.841900000000006e-05,0
Tue Feb  6 21:29:00 2018,9.804e-05,41.79371850843368,-1.547838719856713e-08,5.759203263432341e-09,9.827950000000016e-05,9.827950000000016e-05,9.827279999999986e-05,9.812680000000003e-05,9.841735000000005e-05,1
Tue Feb  6 21:30:00 2018,9.823e-05,48.97482958537177,-1.5629003758074766e-08,1.481561859130919e-09,9.828100000000015e-05,9.828100000000015e-05,9.827299999999986e-05,9.812780000000002e-05,9.841675000000007e-05,0
Tue Feb  6 21:31:00 2018,9.82e-05,47.96852264182528,-1.7962062273281097e-08,-2.4071629673514843e-09,9.827600000000015e-05,9.827600000000015e-05,9.827179999999986e-05,9.812870000000001e-05,9.841565000000007e-05,1
Tue Feb  6 21:32:00 2018,9.823e-05,49.0949497404306,-1.7192098861838604e-08,-5.364150146248908e-09,9.827650000000015e-05,9.827650000000015e-05,9.827039999999987e-05,9.81302e-05,9.841475000000008e-05,0
Tue Feb  6 21:34:00 2018,9.796e-05,40.14370733079172,-4.0197968211152916e-08,-1.4733695145250095e-08,9.826200000000014e-05,9.826200000000014e-05,9.826299999999987e-05,9.812949999999999e-05,9.841130000000009e-05,1
Tue Feb  6 21:37:00 2018,9.827e-05,52.0665955832985,-3.397732298408851e-08,-2.8159387587852398e-08,9.822050000000013e-05,9.822050000000013e-05,9.825199999999987e-05,9.813119999999999e-05,9.84016500000001e-05,0
Tue Feb  6 21:50:00 2018,9.782e-05,43.59571266226471,-1.4869134167954127e-07,-1.092847051093688e-07,9.798900000000012e-05,9.798900000000012e-05,9.815919999999994e-05,9.813339999999999e-05,9.832870000000009e-05,0
Tue Feb  6 21:51:00 2018,9.771e-05,40.1942963762226,-1.473226067360406e-07,-1.1689228543470317e-07,9.796450000000012e-05,9.796450000000012e-05,9.814619999999994e-05,9.813319999999999e-05,9.83223000000001e-05,1
Tue Feb  6 21:53:00 2018,9.797e-05,50.54017195686612,-1.1510028956733553e-07,-1.1994145332236484e-07,9.793200000000012e-05,9.793200000000012e-05,9.812799999999997e-05,9.813479999999998e-05,9.831190000000009e-05,0
Tue Feb  6 21:58:00 2018,9.741e-05,34.043079680237014,-1.3943696089318875e-07,-1.1833704667691635e-07,9.781200000000011e-05,9.781200000000011e-05,9.807179999999999e-05,9.812889999999999e-05,9.82796500000001e-05,1
Tue Feb  6 21:59:00 2018,9.75e-05,38.029908231158124,-1.458015466168465e-07,-1.2382994666490237e-07,9.777450000000012e-05,9.777450000000012e-05,9.805679999999999e-05,9.81261e-05,9.82725500000001e-05,0
Tue Feb  6 22:01:00 2018,9.73e-05,32.999291905588805,-1.6968189473577687e-07,-1.3781359506912756e-07,9.769400000000013e-05,9.769400000000013e-05,9.802159999999999e-05,9.81166e-05,9.825685000000012e-05,1
Tue Feb  6 22:02:00 2018,9.744e-05,39.19544610075703,-1.6893479956525887e-07,-1.4403783596835381e-07,9.766600000000012e-05,9.766600000000012e-05,9.800599999999998e-05,9.811220000000001e-05,9.824945000000011e-05,0
Tue Feb  6 22:15:00 2018,9.697e-05,25.942745441111448,-2.0897800394326094e-07,-1.9921825105557776e-07,9.727000000000013e-05,9.727000000000013e-05,9.770759999999997e-05,9.799389999999996e-05,9.812800000000017e-05,1
Tue Feb  6 22:17:00 2018,9.7e-05,28.651575169447476,-1.992892660250626e-07,-2.002062756064204e-07,9.720850000000014e-05,9.720850000000014e-05,9.765699999999996e-05,9.796619999999995e-05,9.810650000000018e-05,0
Tue Feb  6 22:18:00 2018,9.694e-05,26.462554591565322,-1.970915915279394e-07,-1.995833387907242e-07,9.718500000000013e-05,9.718500000000013e-05,9.762979999999997e-05,9.795349999999996e-05,9.809615000000018e-05,1
Tue Feb  6 22:19:00 2018,9.695e-05,27.45733738792953,-1.9232598795864667e-07,-1.981318686243087e-07,9.715750000000013e-05,9.715750000000013e-05,9.760799999999998e-05,9.794039999999997e-05,9.808605000000018e-05,0
Tue Feb  6 22:20:00 2018,9.69e-05,25.5931156255165,-1.9038910780654593e-07,-1.9658331646075613e-07,9.713050000000013e-05,9.713050000000013e-05,9.758139999999997e-05,9.792719999999997e-05,9.807590000000017e-05,1
Tue Feb  6 22:23:00 2018,9.722e-05,51.02727502669067,-1.3933422169187348e-07,-1.782021413659531e-07,9.708400000000013e-05,9.708400000000013e-05,9.751359999999997e-05,9.789169999999998e-05,9.804930000000017e-05,0
Tue Feb  6 22:24:00 2018,9.717e-05,48.13411768861888,-1.1962920810254833e-07,-1.6648755471327215e-07,9.707250000000012e-05,9.707250000000012e-05,9.749779999999997e-05,9.788039999999998e-05,9.804120000000017e-05,1
Tue Feb  6 22:29:00 2018,9.749e-05,65.02475473875899,-1.2463106943241581e-08,-8.777740343333744e-08,9.709450000000015e-05,9.709450000000015e-05,9.740979999999996e-05,9.782929999999995e-05,9.800690000000014e-05,0
Tue Feb  6 22:31:00 2018,9.741e-05,59.31044353392551,1.681691828279736e-08,-5.210537411431444e-08,9.713100000000015e-05,9.713100000000015e-05,9.737939999999995e-05,9.781299999999997e-05,9.799465000000016e-05,1
Tue Feb  6 22:32:00 2018,9.754e-05,65.04456228663662,3.670058921343062e-08,-3.434418144876543e-08,9.715600000000014e-05,9.715600000000014e-05,9.737019999999996e-05,9.780569999999997e-05,9.799015000000015e-05,0
Tue Feb  6 22:33:00 2018,9.75e-05,62.14271040675657,4.866984035039289e-08,-1.7741377088933765e-08,9.717900000000013e-05,9.717900000000013e-05,9.736379999999996e-05,9.779859999999998e-05,9.798655000000015e-05,1
Tue Feb  6 22:34:00 2018,9.764e-05,67.59231488875334,6.86609078753565e-08,-4.609200960757122e-10,9.721050000000013e-05,9.721050000000013e-05,9.736019999999996e-05,9.779229999999998e-05,9.798335000000016e-05,0
Tue Feb  6 22:35:00 2018,9.743e-05,54.84000412936022,6.678882792626034e-08,1.29890295083915e-08,9.723350000000013e-05,9.723350000000013e-05,9.735239999999996e-05,9.778389999999999e-05,9.797910000000016e-05,1
