,close,rsi (14),macd,macd signal,bol_upper (20),bol_lower (20),sma50,sma100,sma200,Y
Tue Feb  6 22:41:00 2018,9.78e-05,67.91545782307946,1.2965069015720366e-07,8.623762985517489e-08,9.745500000000014e-05,9.745500000000014e-05,9.735359999999993e-05,9.774990000000001e-05,9.796145000000015e-05,0
Tue Feb  6 22:43:00 2018,9.763e-05,56.849216359423814,1.2474880470731428e-07,1.0165715472285776e-07,9.751450000000013e-05,9.751450000000013e-05,9.73465999999999e-05,9.773730000000001e-05,9.795475000000015e-05,1
Tue Feb  6 22:44:00 2018,9.77e-05,59.779928126207516,1.212943484526157e-07,1.0558459346880935e-07,9.754100000000014e-05,9.754100000000014e-05,9.734319999999991e-05,9.77322e-05,9.795125000000015e-05,0
Tue Feb  6 22:45:00 2018,9.743e-05,46.62582227450583,9.566713231627319e-08,1.0360110123830212e-07,9.755150000000013e-05,9.755150000000013e-05,9.733639999999991e-05,9.772450000000002e-05,9.794640000000016e-05,1
Tue Feb  6 22:46:00 2018,9.762e-05,54.25419249525443,8.965530050215355e-08,1.008119410910724e-07,9.757150000000013e-05,9.757150000000013e-05,9.73341999999999e-05,9.771820000000002e-05,9.794255000000015e-05,0
Tue Feb  6 22:47:00 2018,9.74e-05,46.04762471607613,6.637360548537082e-08,9.392427396993208e-08,9.757650000000013e-05,9.757650000000013e-05,9.73323999999999e-05,9.771010000000002e-05,9.793760000000016e-05,1
Tue Feb  6 22:48:00 2018,9.749e-05,49.41836747986208,5.455605405642035e-08,8.605062998722974e-08,9.758450000000014e-05,9.758450000000014e-05,9.73339999999999e-05,9.770290000000003e-05,9.793310000000016e-05,0
Tue Feb  6 22:49:00 2018,9.739e-05,45.980928834209486,3.669835930091405e-08,7.61801758499666e-08,9.757950000000013e-05,9.757950000000013e-05,9.73317999999999e-05,9.769430000000002e-05,9.792815000000016e-05,1
Tue Feb  6 22:50:00 2018,9.751e-05,50.43622770963605,3.186172256311123e-08,6.731648519259552e-08,9.758400000000014e-05,9.758400000000014e-05,9.733319999999992e-05,9.768740000000003e-05,9.792375000000015e-05,0
Tue Feb  6 22:54:00 2018,9.7e-05,35.82672225187524,-7.378977383022114e-08,4.057875924342004e-09,9.750500000000014e-05,9.750500000000014e-05,9.731239999999991e-05,9.764300000000001e-05,9.789850000000016e-05,1
Tue Feb  6 22:56:00 2018,9.71e-05,40.095685608466084,-9.575759352729136e-08,-3.04922538389945e-08,9.746200000000013e-05,9.746200000000013e-05,9.730499999999992e-05,9.76165e-05,9.788385000000015e-05,0
Tue Feb  6 23:02:00 2018,9.68e-05,30.876057369951038,-1.4535011206456318e-07,-1.0350941421856536e-07,9.72340000000001e-05,9.72340000000001e-05,9.728719999999995e-05,9.753569999999997e-05,9.783140000000018e-05,1
Tue Feb  6 23:03:00 2018,9.682e-05,32.124546212370056,-1.54072904779814e-07,-1.1362211233081509e-07,9.719350000000012e-05,9.719350000000012e-05,9.728279999999996e-05,9.752169999999997e-05,9.782390000000019e-05,0
Tue Feb  6 23:04:00 2018,9.671e-05,29.019981812072704,-1.6792611383273067e-07,-1.244829126311982e-07,9.714400000000011e-05,9.714400000000011e-05,9.727679999999996e-05,9.750459999999997e-05,9.781620000000019e-05,1
Tue Feb  6 23:06:00 2018,9.698e-05,43.91800473991928,-1.523095439466489e-07,-1.3677028637278836e-07,9.70825000000001e-05,9.70825000000001e-05,9.727399999999995e-05,9.747749999999998e-05,9.78023000000002e-05,0
Tue Feb  6 23:09:00 2018,9.661e-05,32.90002336072975,-1.7668082606378587e-07,-1.5174067994546366e-07,9.697050000000012e-05,9.697050000000012e-05,9.725699999999995e-05,9.743249999999997e-05,9.777965000000021e-05,1
Tue Feb  6 23:26:00 2018,9.706e-05,63.72468329195387,1.932482953024531e-09,-6.361375262200136e-08,9.674650000000011e-05,9.674650000000011e-05,9.706659999999997e-05,9.720749999999999e-05,9.76734000000002e-05,0
Tue Feb  6 23:27:00 2018,9.679e-05,45.57003859806873,-4.749023943220092e-09,-5.184080688624511e-08,9.674600000000012e-05,9.674600000000012e-05,9.704919999999997e-05,9.719739999999997e-05,9.766840000000019e-05,1
Tue Feb  6 23:29:00 2018,9.7e-05,56.179920800529295,1.3347025979947827e-08,-2.992766309942069e-08,9.678200000000013e-05,9.678200000000013e-05,9.702039999999996e-05,9.718699999999996e-05,9.76603000000002e-05,0
Tue Feb  6 23:30:00 2018,9.696e-05,53.892764023280506,1.761587953672428e-08,-2.041895457219169e-08,9.679900000000013e-05,9.679900000000013e-05,9.700499999999997e-05,9.717839999999997e-05,9.76559000000002e-05,1
Tue Feb  6 23:34:00 2018,9.73e-05,67.89713011220319,6.928351442050658e-08,1.9447006764438557e-08,9.690150000000014e-05,9.690150000000014e-05,9.695659999999995e-05,9.714989999999997e-05,9.764265000000022e-05,0
Tue Feb  6 23:36:00 2018,9.705e-05,53.360897161502216,7.58178813075629e-08,4.079680986524534e-08,9.695600000000015e-05,9.695600000000015e-05,9.694159999999997e-05,9.713789999999994e-05,9.763680000000023e-05,1
Tue Feb  6 23:38:00 2018,9.731e-05,62.70229866472102,9.485213129211269e-08,5.828759111703228e-08,9.700800000000014e-05,9.700800000000014e-05,9.693419999999996e-05,9.713409999999995e-05,9.763150000000023e-05,0
Tue Feb  6 23:39:00 2018,9.715e-05,55.05802946203282,9.064996984253597e-08,6.476006686213301e-08,9.702650000000015e-05,9.702650000000015e-05,9.692939999999995e-05,9.713059999999996e-05,9.762835000000024e-05,1
Tue Feb  6 23:45:00 2018,9.728e-05,56.297584325777116,1.1485280860359427e-07,1.0092692091740582e-07,9.716200000000014e-05,9.716200000000014e-05,9.694739999999994e-05,9.712799999999997e-05,9.761305000000022e-05,1
Tue Feb  6 23:48:00 2018,9.755e-05,64.90523109247715,1.4188551303859816e-07,1.17617470615145e-07,9.725000000000014e-05,9.725000000000014e-05,9.697619999999995e-05,9.713619999999997e-05,9.760680000000019e-05,0
Tue Feb  6 23:49:00 2018,9.748e-05,61.09784598736125,1.4065248552288243e-07,1.2222447359669248e-07,9.727400000000014e-05,9.727400000000014e-05,9.698579999999995e-05,9.714009999999999e-05,9.760410000000019e-05,1
Tue Feb  6 23:50:00 2018,9.773e-05,68.25915268963932,1.5802658093907692e-07,1.2938489506516937e-07,9.731250000000015e-05,9.731250000000015e-05,9.700059999999995e-05,9.71469e-05,9.76017500000002e-05,0
Tue Feb  6 23:56:00 2018,9.745e-05,54.995948629457914,1.1100503493760843e-07,1.2985841185301224e-07,9.742250000000013e-05,9.742250000000013e-05,9.707759999999995e-05,9.717580000000003e-05,9.75779000000002e-05,1
Tue Feb  6 23:57:00 2018,9.75e-05,57.13215338268532,1.0533864051376959e-07,1.249544575851637e-07,9.743700000000013e-05,9.743700000000013e-05,9.709159999999996e-05,9.718080000000004e-05,9.757350000000021e-05,0
Tue Feb  6 23:59:00 2018,9.713e-05,41.03051401655796,5.292595916316458e-08,1.0408276823892065e-07,9.743600000000013e-05,9.743600000000013e-05,9.711559999999995e-05,9.718630000000004e-05,9.75633500000002e-05,1
Wed Feb  7 00:00:00 2018,9.716e-05,42.49942381099206,2.994555696540411e-08,8.925532598421735e-08,9.743350000000013e-05,9.743350000000013e-05,9.712639999999995e-05,9.718890000000004e-05,9.75580500000002e-05,0
Wed Feb  7 00:03:00 2018,9.699e-05,36.66913984695267,-4.1235513460182935e-08,3.475101912422648e-08,9.737750000000013e-05,9.737750000000013e-05,9.715079999999994e-05,9.718740000000003e-05,9.753955000000023e-05,1
Wed Feb  7 00:05:00 2018,9.717e-05,46.60361964629139,-5.38648529549657e-08,2.4628380243981388e-09,9.735550000000012e-05,9.735550000000012e-05,9.717059999999994e-05,9.718520000000003e-05,9.752700000000023e-05,0
Wed Feb  7 00:08:00 2018,9.703e-05,40.88035985245677,-6.714760054650189e-08,-2.9086886975872883e-08,9.728700000000013e-05,9.728700000000013e-05,9.719259999999992e-05,9.717870000000002e-05,9.750825000000025e-05,1
Wed Feb  7 00:15:00 2018,9.689e-05,34.75917287629128,-8.70528788569474e-08,-6.819682098931984e-08,9.709750000000013e-05,9.709750000000013e-05,9.721019999999992e-05,9.7144e-05,9.746395000000024e-05,1
Wed Feb  7 00:18:00 2018,9.705e-05,46.97136352570629,-7.287769715275865e-08,-7.350407356861005e-08,9.703450000000014e-05,9.703450000000014e-05,9.721399999999991e-05,9.712420000000001e-05,9.744505000000025e-05,0
Wed Feb  7 00:19:00 2018,9.7e-05,43.98144882825119,-6.89403266572648e-08,-7.2591324186341e-08,9.702800000000014e-05,9.702800000000014e-05,9.721399999999991e-05,9.711720000000001e-05,9.743905000000025e-05,1
Wed Feb  7 00:20:00 2018,9.705e-05,47.57519297336778,-6.108124348664073e-08,-7.028930804640095e-08,9.702250000000014e-05,9.702250000000014e-05,9.72157999999999e-05,9.711040000000001e-05,9.743295000000025e-05,0
Wed Feb  7 00:29:00 2018,9.681e-05,30.71706360232063,-5.118343968373452e-08,-4.896888599424263e-08,9.698950000000016e-05,9.698950000000016e-05,9.718359999999989e-05,9.70565e-05,9.737540000000024e-05,1
Wed Feb  7 00:33:00 2018,9.675e-05,34.127505138616286,-6.076357810202949e-08,-4.988134210460661e-08,9.696900000000015e-05,9.696900000000015e-05,9.714779999999988e-05,9.704240000000001e-05,9.734880000000025e-05,1
Wed Feb  7 00:34:00 2018,9.686e-05,42.29552252203574,-6.203443343552769e-08,-5.231196037079082e-08,9.696300000000015e-05,9.696300000000015e-05,9.713839999999987e-05,9.704100000000002e-05,9.734200000000026e-05,0
Wed Feb  7 00:35:00 2018,9.682e-05,40.33682987029487,-6.551405589413169e-08,-5.4952379475458995e-08,9.695950000000015e-05,9.695950000000015e-05,9.712919999999988e-05,9.703830000000002e-05,9.733415000000027e-05,1
Wed Feb  7 00:40:00 2018,9.707e-05,55.82538758396627,-1.6969610831452293e-08,-4.1620765111054206e-08,9.695550000000015e-05,9.695550000000015e-05,9.707299999999986e-05,9.703680000000003e-05,9.730005000000028e-05,0
Wed Feb  7 00:42:00 2018,9.692e-05,45.986672215727424,-1.270674119966059e-08,-3.0590010036982446e-08,9.695300000000014e-05,9.695300000000014e-05,9.705039999999988e-05,9.703860000000003e-05,9.728715000000029e-05,1
Wed Feb  7 00:43:00 2018,9.699e-05,50.42028817761545,-1.0022214201325561e-08,-2.6476450869851068e-08,9.695200000000014e-05,9.695200000000014e-05,9.704039999999987e-05,9.704030000000004e-05,9.728100000000029e-05,0
Wed Feb  7 00:44:00 2018,9.697e-05,49.17821680268244,-9.400180636247616e-09,-2.306119682313038e-08,9.695000000000013e-05,9.695000000000013e-05,9.702999999999986e-05,9.704290000000005e-05,9.72737500000003e-05,1
Wed Feb  7 00:52:00 2018,9.75e-05,74.22436699587317,9.02285330515399e-08,4.0822192456928795e-08,9.705850000000012e-05,9.705850000000012e-05,9.70249999999999e-05,9.708410000000003e-05,9.723430000000028e-05,0
Wed Feb  7 00:54:00 2018,9.733e-05,61.30925862053069,9.891415128812609e-08,6.151076042460804e-08,9.711300000000013e-05,9.711300000000013e-05,9.703919999999991e-05,9.709910000000001e-05,9.722710000000027e-05,1
Wed Feb  7 00:58:00 2018,9.733e-05,60.46988062524557,9.590815142849346e-08,8.34555699914944e-08,9.719700000000012e-05,9.719700000000012e-05,9.705939999999994e-05,9.712599999999998e-05,9.721045000000023e-05,1
Wed Feb  7 00:59:00 2018,9.75e-05,68.45968874677826,1.0557472093027011e-07,8.787940017924955e-08,9.722100000000012e-05,9.722100000000012e-05,9.706799999999995e-05,9.71332e-05,9.720670000000023e-05,0
Wed Feb  7 01:02:00 2018,9.729e-05,53.86588264115447,7.885428593631136e-08,8.703398908851032e-08,9.726350000000012e-05,9.726350000000012e-05,9.708499999999993e-05,9.714820000000001e-05,9.719440000000025e-05,1
Wed Feb  7 01:03:00 2018,9.73e-05,54.439164991242464,7.206747428938889e-08,8.404068612868604e-08,9.727900000000012e-05,9.727900000000012e-05,9.709139999999993e-05,9.71525e-05,9.719180000000027e-05,0
Wed Feb  7 01:06:00 2018,9.702e-05,38.734922666005424,1.7852541385818396e-08,6.052080877771341e-08,9.728900000000012e-05,9.728900000000012e-05,9.710159999999994e-05,9.715500000000001e-05,9.718125000000029e-05,1
Wed Feb  7 01:07:00 2018,9.712e-05,45.246526927960815,7.766739560787373e-09,4.99699949343282e-08,9.728500000000012e-05,9.728500000000012e-05,9.710439999999994e-05,9.715830000000001e-05,9.717785000000028e-05,0
Wed Feb  7 01:11:00 2018,9.69e-05,35.28978569501338,-4.8820710043094725e-08,1.7158512717352426e-09,9.723300000000014e-05,9.723300000000014e-05,9.710059999999995e-05,9.715830000000001e-05,9.716480000000031e-05,1
Wed Feb  7 01:12:00 2018,9.699e-05,41.600963202888416,-5.3645374681899065e-08,-9.35639391899162e-09,9.720750000000014e-05,9.720750000000014e-05,9.710019999999995e-05,9.715780000000002e-05,9.716080000000031e-05,0
Wed Feb  7 01:16:00 2018,9.676e-05,31.843043239878345,-9.28483850447774e-08,-5.013004258985293e-08,9.710950000000014e-05,9.710950000000014e-05,9.708859999999996e-05,9.714470000000003e-05,9.714130000000033e-05,1
Wed Feb  7 01:17:00 2018,9.68e-05,34.968499401915466,-9.924581223764398e-08,-5.995319651941114e-08,9.708200000000014e-05,9.708200000000014e-05,9.708459999999997e-05,9.714060000000002e-05,9.713785000000033e-05,0
Wed Feb  7 01:19:00 2018,9.674e-05,32.52805066301831,-1.1285848762270737e-07,-7.808024555315077e-08,9.701500000000014e-05,9.701500000000014e-05,9.707819999999995e-05,9.713090000000001e-05,9.713075000000035e-05,1
Wed Feb  7 01:20:00 2018,9.676e-05,34.278760071941846,-1.1447629216097723e-07,-8.535945487471607e-08,9.698800000000014e-05,9.698800000000014e-05,9.707359999999997e-05,9.712639999999999e-05,9.712735000000034e-05,0
Wed Feb  7 01:25:00 2018,9.683e-05,43.76574967969692,-1.0414325681301249e-07,-1.0469063691194919e-07,9.686250000000014e-05,9.686250000000014e-05,9.706179999999996e-05,9.709549999999997e-05,9.711175000000035e-05,0
Wed Feb  7 01:31:00 2018,9.663e-05,34.12203836798073,-1.0930958719243837e-07,-1.0658431304162834e-07,9.675600000000014e-05,9.675600000000014e-05,9.701999999999999e-05,9.704099999999997e-05,9.709670000000033e-05,0
Wed Feb  7 01:32:00 2018,9.662e-05,33.55315669781728,-1.0772246215736369e-07,-1.0681194286477541e-07,9.673750000000015e-05,9.673750000000015e-05,9.701399999999999e-05,9.703219999999996e-05,9.709460000000033e-05,1
Wed Feb  7 01:33:00 2018,9.665e-05,36.94927638206424,-1.0285821932752017e-07,-1.0602119815732436e-07,9.672300000000014e-05,9.672300000000014e-05,9.700719999999999e-05,9.702379999999997e-05,9.709265000000033e-05,0
Wed Feb  7 01:38:00 2018,9.699e-05,64.3113056423346,-3.9867641213748835e-08,-8.351461379887692e-08,9.670750000000014e-05,9.670750000000014e-05,9.697099999999999e-05,9.698909999999997e-05,9.708680000000033e-05,0
Wed Feb  7 01:39:00 2018,9.694e-05,60.15032637948665,-2.0865592207600786e-08,-7.098480948062169e-08,9.671750000000015e-05,9.671750000000015e-05,9.696559999999998e-05,9.698719999999996e-05,9.708675000000034e-05,1
Wed Feb  7 01:40:00 2018,9.697e-05,61.74944930876387,-3.3470000551205203e-09,-5.745724759552146e-08,9.672800000000015e-05,9.672800000000015e-05,9.696079999999998e-05,9.698529999999995e-05,9.708710000000032e-05,0
Wed Feb  7 01:41:00 2018,9.685e-05,52.64848100109407,8.438855350596059e-10,-4.579702096940525e-08,9.673550000000016e-05,9.673550000000016e-05,9.695099999999999e-05,9.698309999999997e-05,9.708635000000031e-05,1
Wed Feb  7 01:42:00 2018,9.688e-05,54.45570981865957,6.5108883702774505e-09,-3.5335439101468707e-08,9.674450000000015e-05,9.674450000000015e-05,9.693859999999997e-05,9.698179999999997e-05,9.708575000000032e-05,0
Wed Feb  7 01:45:00 2018,9.659e-05,37.78978888360793,-1.6430042213761353e-08,-2.0599411903611456e-08,9.673750000000016e-05,9.673750000000016e-05,9.690099999999997e-05,9.697189999999996e-05,9.707855000000034e-05,1
Wed Feb  7 01:47:00 2018,9.687e-05,53.504246900646955,-4.597579185945471e-09,-1.6112660202266314e-08,9.675000000000016e-05,9.675000000000016e-05,9.688059999999995e-05,9.696699999999997e-05,9.707435000000034e-05,0
Wed Feb  7 01:48:00 2018,9.665e-05,43.625315151513114,-1.5857066866539304e-08,-1.606154153512091e-08,9.675000000000016e-05,9.675000000000016e-05,9.686699999999997e-05,9.696319999999997e-05,9.707095000000034e-05,1
Wed Feb  7 01:49:00 2018,9.672e-05,46.97978037956892,-1.8913849899872227e-08,-1.6632003208071172e-08,9.675550000000016e-05,9.675550000000016e-05,9.685139999999994e-05,9.695969999999999e-05,9.706710000000036e-05,0
Wed Feb  7 01:50:00 2018,9.66e-05,42.32977923080761,-3.06658725054748e-08,-1.9438777067551898e-08,9.675500000000015e-05,9.675500000000015e-05,9.683739999999994e-05,9.6955e-05,9.706300000000034e-05,1
Wed Feb  7 01:54:00 2018,9.689e-05,55.39324840567461,-1.0265767671374139e-08,-2.1664495503351268e-08,9.678250000000017e-05,9.678250000000017e-05,9.679699999999996e-05,9.694639999999999e-05,9.704790000000034e-05,0
Wed Feb  7 01:59:00 2018,9.676e-05,49.785401581839274,-1.2025806788549414e-08,-1.4817062125080607e-08,9.676550000000017e-05,9.676550000000017e-05,9.676559999999997e-05,9.693469999999997e-05,9.702595000000039e-05,0
Wed Feb  7 02:00:00 2018,9.672e-05,47.6798472631475,-1.3556791752530146e-08,-1.4565008050570515e-08,9.675300000000018e-05,9.675300000000018e-05,9.675999999999997e-05,9.693139999999997e-05,9.70209000000004e-05,1
Wed Feb  7 02:06:00 2018,9.643e-05,33.09356309193131,-3.666297168141645e-08,-1.6858940751432507e-08,9.672400000000017e-05,9.672400000000017e-05,9.673599999999999e-05,9.691229999999996e-05,9.699175000000047e-05,1
Wed Feb  7 02:07:00 2018,9.678e-05,51.999482892461046,-2.6908213498781012e-08,-1.8868795300902207e-08,9.671950000000018e-05,9.671950000000018e-05,9.673559999999999e-05,9.691009999999996e-05,9.698865000000047e-05,0
Wed Feb  7 02:09:00 2018,9.65e-05,41.24206175387805,-3.60828293372858e-08,-2.2581297576318336e-08,9.671400000000017e-05,9.671400000000017e-05,9.673100000000002e-05,9.690459999999997e-05,9.698055000000047e-05,1
Wed Feb  7 02:10:00 2018,9.651e-05,41.708253229141384,-4.7040062832427124e-08,-2.7473050627540095e-08,9.670950000000017e-05,9.670950000000017e-05,9.672600000000002e-05,9.689979999999996e-05,9.697555000000048e-05,0
Wed Feb  7 02:11:00 2018,9.65e-05,41.35489969892164,-5.5886441635371285e-08,-3.315572882910633e-08,9.670350000000017e-05,9.670350000000017e-05,9.672200000000003e-05,9.689489999999995e-05,9.697145000000048e-05,1
Wed Feb  7 02:14:00 2018,9.674e-05,52.75173857963765,-3.963795830031326e-08,-4.1171087161418225e-08,9.667650000000016e-05,9.667650000000016e-05,9.671660000000004e-05,9.688909999999994e-05,9.696505000000048e-05,0
Wed Feb  7 02:18:00 2018,9.674e-05,53.470201265702876,-3.5730721242651525e-08,-4.390076362630417e-08,9.664450000000015e-05,9.664450000000015e-05,9.670480000000002e-05,9.687529999999992e-05,9.695555000000047e-05,0
Wed Feb  7 02:19:00 2018,9.651e-05,44.90477363572809,-4.170126718858723e-08,-4.3460864338760786e-08,9.663200000000015e-05,9.663200000000015e-05,9.670280000000004e-05,9.687019999999992e-05,9.695310000000047e-05,1
Wed Feb  7 02:20:00 2018,9.674e-05,53.0109902911749,-2.755623888766451e-08,-4.0279939248541534e-08,9.663300000000016e-05,9.663300000000016e-05,9.670540000000003e-05,9.686689999999993e-05,9.695185000000047e-05,0
Wed Feb  7 02:23:00 2018,9.66e-05,47.94689067986292,-1.7620547892229508e-08,-2.882043809080207e-08,9.661750000000016e-05,9.661750000000016e-05,9.670680000000001e-05,9.685699999999993e-05,9.694865000000043e-05,1
Wed Feb  7 02:27:00 2018,9.662e-05,48.08344299073706,3.1289419191195527e-09,-1.1342194220750182e-08,9.662850000000017e-05,9.662850000000017e-05,9.670880000000001e-05,9.684199999999994e-05,9.694625000000044e-05,1
Wed Feb  7 02:28:00 2018,9.664e-05,48.90489954902808,5.097455013294968e-10,-8.971806276334246e-09,9.662250000000018e-05,9.662250000000018e-05,9.670180000000002e-05,9.683639999999994e-05,9.694630000000043e-05,0
Wed Feb  7 02:39:00 2018,9.64e-05,38.07309246419836,-2.6238742750425443e-08,-1.499706726643542e-08,9.66345000000002e-05,9.66345000000002e-05,9.665440000000001e-05,9.675289999999997e-05,9.69430500000004e-05,1
Wed Feb  7 02:43:00 2018,9.668e-05,53.659686999235475,-1.7058519957105934e-08,-2.2180661855020047e-08,9.661450000000018e-05,9.661450000000018e-05,9.6645e-05,9.672409999999996e-05,9.69383000000004e-05,0
Wed Feb  7 02:44:00 2018,9.635e-05,39.540130514617346,-3.52534891190679e-08,-2.4795227307829618e-08,9.659850000000018e-05,9.659850000000018e-05,9.663420000000001e-05,9.671559999999996e-05,9.69350500000004e-05,1
